3, 0.003668400000000016
4, 0.0016897999999998525
5, 0.00189550000000005
6, 0.0014491999999999283
7, 0.00930070000000005
8, 0.0015711999999998838
9, 0.0013897000000000492
10, 0.001452299999999962
11, 0.0014241999999999866
12, 0.0014031000000001015
13, 0.001422699999999999
14, 0.0013457999999999526
15, 0.00141659999999999
16, 0.0013792000000001359
17, 0.0013304000000000649
18, 0.0014620000000000744
19, 0.0015475999999998713
20, 0.001344599999999918
21, 0.0012379999999998503
22, 0.0012980000000000214
23, 0.0014250000000000096
24, 0.0014503000000001265
25, 0.001426699999999892
26, 0.0014144000000000378
27, 0.0013871000000000855
28, 0.0014374000000001441
29, 0.0016268999999999867
30, 0.0015148000000000383
31, 0.001453900000000008
32, 0.0016085000000001237
33, 0.0016009999999999636
34, 0.001544300000000165
35, 0.0017273999999998235
36, 0.0018031000000000574
37, 0.0020107999999998682
38, 0.001979500000000023
39, 0.0017148000000000163
40, 0.0016336999999999602
