3, 0.003827600000000153
4, 0.001854199999999917
5, 0.0020550999999999764
6, 0.0017674000000000856
7, 0.009613700000000058
8, 0.0019107999999998793
9, 0.0016921999999999215
10, 0.001845399999999886
11, 0.0017826000000000786
12, 0.0018757000000000357
13, 0.0019364000000001713
14, 0.0018831999999997517
15, 0.0021359000000000794
16, 0.00201870000000004
17, 0.002041600000000088
18, 0.002345700000000006
19, 0.0023619999999999752
20, 0.002136299999999869
21, 0.0020484999999996756
22, 0.0022079999999999878
23, 0.00241390000000008
24, 0.002372100000000099
25, 0.002449199999999818
26, 0.0024108000000000462
27, 0.002438700000000127
28, 0.0027092000000001892
29, 0.0028530999999998308
30, 0.002794799999999986
31, 0.0030205000000000926
32, 0.003198800000000279
33, 0.0031600000000000517
34, 0.0032063000000002173
35, 0.003498999999999919
36, 0.005742000000000136
37, 0.0055378999999997625
38, 0.0054163000000000405
39, 0.0038696000000000286
40, 0.003639899999999807
